1.76E-05,250.00
7.83E-04,11300.00
8.00E-04,11400.00
9.00E-04,11800.00
1.00E-03,12300.00
2.00E-03,15000.00
3.00E-03,16200.00
4.00E-03,16800.00
5.00E-03,17200.00
2.50E-02,17600.00
1.00E-01,17600.00
