0.000000000000000000e+00,5.000000000000000278e-02,1.000000000000000056e-01,2.500000000000000000e-01,2.999999999999999889e-01,4.000000000000000222e-01,5.000000000000000000e-01
9.619475143097549514e-06,1.375584238813968568e+03,1.375580799859761555e+03,1.375570483070447153e+03,1.375567044165110929e+03,1.375560166386509763e+03,1.375553288656779614e+03
1.512544814770168111e+00,9.525707689466227066e+02,6.932704165470919406e+02,3.430706480551385198e+02,2.890079280577294298e+02,2.183055396230792269e+02,1.749017275826863056e+02
3.025080010065193115e+00,6.932717132020317194e+02,4.185808703873721015e+02,1.749022820692902087e+02,1.457964046238124922e+02,1.093556687901391484e+02,8.748482332046276611e+01
4.537615205360218340e+00,5.280843361952454416e+02,2.890091012710115024e+02,1.166456903179252436e+02,9.720540722249774035e+01,7.290410705886461074e+01,5.832328601647459010e+01
6.050150400655242677e+00,4.185814416957506410e+02,2.183065687360164873e+02,8.748496241719003308e+01,7.290414569697632885e+01,5.467810962150809218e+01,4.374248769772427181e+01
7.562685595950268791e+00,3.430722561974882865e+02,1.749026147629249692e+02,6.998800236816917675e+01,5.832333547327951351e+01,4.374250160745804550e+01,3.499400128596720094e+01
9.075220791245293128e+00,2.890093945757235474e+02,1.457967134707515129e+02,5.832334783749385565e+01,4.860278986733047191e+01,3.645209240051647726e+01,2.916167392041318251e+01
1.058775598654031924e+01,2.489390819986633403e+02,1.249765477830589617e+02,4.999144857629644179e+01,4.165954048029356471e+01,3.124465536022031031e+01,2.499572428817624825e+01
1.210029118183534358e+01,2.183067402557583137e+02,1.093559295851613626e+02,4.374252247207530075e+01,3.645210206006355236e+01,2.733907654504766072e+01,2.187126123603812999e+01
1.361282637713036969e+01,1.942468661612148537e+02,9.720554460110153627e+01,3.888224563190794214e+01,3.240187135992329814e+01,2.430140351994247183e+01,1.944112281595397818e+01
