0.000000000000000000e+00,5.000000000000000278e-02,1.000000000000000056e-01,2.500000000000000000e-01,2.999999999999999889e-01,4.000000000000000222e-01,5.000000000000000000e-01
9.619475143097549514e-06,1.152457976455167676e+00,1.152455095315580103e+00,1.152446451958233142e+00,1.152443570859589261e+00,1.152437808689170673e+00,1.152432046559695999e+00
1.512544814770168111e+00,1.254850626301721204e+05,9.132663364870911755e+04,4.519374639784386818e+04,3.807189883964687760e+04,2.875805683435856918e+04,2.304033984174096258e+04
3.025080010065193115e+00,1.826530281022991403e+05,1.102815274675272231e+05,4.608067923961085762e+04,3.841229100199404638e+04,2.881142222349721487e+04,2.304921373276986560e+04
4.537615205360218340e+00,2.086976123979075637e+05,1.142156759109497361e+05,4.609808584978798172e+04,3.841533446279152849e+04,2.881152125587979026e+04,2.304921715068303456e+04
6.050150400655242677e+00,2.205630052893474058e+05,1.150322209215853654e+05,4.609842746536876803e+04,3.841536167450393987e+04,2.881152143965831783e+04,2.304921715199949540e+04
7.562685595950268791e+00,2.259686415195240406e+05,1.152016974332072423e+05,4.609843416978760069e+04,3.841536191780501395e+04,2.881152143999936743e+04,2.304921715200000108e+04
9.075220791245293128e+00,2.284313415177752322e+05,1.152368728217252210e+05,4.609843430136600364e+04,3.841536191998037248e+04,2.881152144000000044e+04,2.304921715200000108e+04
1.058775598654031924e+01,2.295532984943711490e+05,1.152441735853859136e+05,4.609843430394830648e+04,3.841536191999982839e+04,2.881152144000000044e+04,2.304921715200000108e+04
1.210029118183534358e+01,2.300644397045169608e+05,1.152456888820826862e+05,4.609843430399899080e+04,3.841536192000000301e+04,2.881152144000000044e+04,2.304921715200000108e+04
1.361282637713036969e+01,2.302973054401551199e+05,1.152460033867271413e+05,4.609843430399998033e+04,3.841536192000000301e+04,2.881152144000000044e+04,2.304921715200000108e+04
